id,category,name,price,image,options,description,isAvailable
485,"ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو.",1'; DROP TABLE users--,701231608,"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",(｡◕ ∀ ◕｡),・(￣∀￣)・:*:,false
486,() { 0; }; touch /tmp/blns.shellshock1.fail;,1;DROP TABLE users,3491700962,❤️ 💔 💌 💕 💞 💓 💗 💖 💘 💝 💟 💜 💛 💚 💙,0.00,"'""'",false
487,(╯°□°）╯︵ ┻━┻)  ,¸˛Ç◊ı˜Â¯˘¿,7068898157,../../../../../../../../../../../etc/hosts,𠜎𠜱𠝹𠱓𠱸𠲖𠳏,⁦test⁧,false
488,1,-$1.00,4291894247,$1.00,åß∂ƒ©˙∆˚¬…æ,-1E+02,false
489,"<>?:""{}|_+",`⁄€‹›ﬁﬂ‡°·‚—±,951125517, test ,❤️ 💔 💌 💕 💞 💓 💗 💖 💘 💝 💟 💜 💛 💚 💙,1,true
490,１２３,١٢٣,9574995891,!@#$%^&*(),❤️ 💔 💌 💕 💞 💓 💗 💖 💘 💝 💟 💜 💛 💚 💙,1/0,true
491,../../../../../../../../../../../etc/hosts,Ω≈ç√∫˜µ≤≥÷,3857000294,'',../../../../../../../../../../../etc/hosts,🚾 🆒 🆓 🆕 🆖 🆗 🆙 🏧,false
492,-1.00,﻿,4764242273,・(￣∀￣)・:*:,1'; DROP TABLE users--, test ,false
493,`⁄€‹›ﬁﬂ‡°·‚—±,١٢٣,6636543071,NULL,"""'""'""''''""",Z̮̞̠͙͔ͅḀ̗̞͈̻̗Ḷ͙͎̯̹̞͓G̻O̭̗̮,true
494,🚾 🆒 🆓 🆕 🆖 🆗 🆙 🏧,-1,9129597193,1E02,₀₁₂,１２３,false
495,﻿,1/0,9558402208,åß∂ƒ©˙∆˚¬…æ,‫test‫,"""'""'""''''""",true
496,/dev/null; touch /tmp/blns.fail ; echo,1,7137385938,00˙Ɩ$-,𠜎𠜱𠝹𠱓𠱸𠲖𠳏,"ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو.",true
497,﻿,␢,2510497458,社會科學院語學研究所,ヽ༼ຈل͜ຈ༽ﾉ ヽ༼ຈل͜ຈ༽ﾉ ,⁰⁴⁵₀₁₂,true
498,-1/2,-1,7553129922,𠜎𠜱𠝹𠱓𠱸𠲖𠳏,¸˛Ç◊ı˜Â¯˘¿,⁰⁴⁵,true
499,🐵 🙈 🙉 🙊,1'; DROP TABLE users--,501037819,🐵 🙈 🙉 🙊,-1/2,',false
500,"ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو.",Œ„´‰ˇÁ¨ˆØ∏”’,3217937269,❤️ 💔 💌 💕 💞 💓 💗 💖 💘 💝 💟 💜 💛 💚 💙,"""""","""'""'""''''""",true
501,"""",和製漢語,8230168617,0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,,・(￣∀￣)・:*:,true
502,和製漢語,❤️ 💔 💌 💕 💞 💓 💗 💖 💘 💝 💟 💜 💛 💚 💙,2729591460,',",。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’",<img src=x onerror=alert('hi') />,false
503,😍,𠜎𠜱𠝹𠱓𠱸𠲖𠳏,5678228941,␢,0.00,null,false
504,和製漢語,😍,6174286115,̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,1;DROP TABLE users,ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ,true
505,1;DROP TABLE users,‪‪test‪,706510437,1E2,1E2,999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,false
506,‫test‫,1'; DROP TABLE users--,946920233,👩🏽,-$1.00,1.00,false
507,Ω≈ç√∫˜µ≤≥÷,0.00,7752702819,˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,1/2,⁦test⁧,false
508,../../../../../../../../../../../etc/hosts,̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,991146983,<svg><script>0<1>alert('XSS')</script>,Œ„´‰ˇÁ¨ˆØ∏”’,0/0,false
509,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },"""'""'""''''""",3120510473,1.00,Z̮̞̠͙͔ͅḀ̗̞͈̻̗Ḷ͙͎̯̹̞͓G̻O̭̗̮,"__ﾛ(,_,*)",false
510,"""'""'""''''""",(ﾉಥ益ಥ）ﾉ﻿ ┻━┻,1418113889,​,0/0,"""",true
511,"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",ヽ༼ຈل͜ຈ༽ﾉ ヽ༼ຈل͜ຈ༽ﾉ ,4679804453,1E+02,"ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو.",nil,true
512,・(￣∀￣)・:*:,999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,280862861,null,❤️ 💔 💌 💕 💞 💓 💗 💖 💘 💝 💟 💜 💛 💚 💙,1/0,true
513,🐵 🙈 🙉 🙊,社會科學院語學研究所,2007146214,１２３,﻿,⁰⁴⁵,false
514,⁰⁴⁵₀₁₂,部落格,4040483248,-1E02,​,../../../../../../../../../../../etc/passwd%00,true
515,١٢٣,<img src=x onerror=alert('hi') />,9805499076,𠜎𠜱𠝹𠱓𠱸𠲖𠳏,'',␣,false
516,ÅÍÎÏ˝ÓÔÒÚÆ☃,사회과학원 어학연구소,28742198,Œ„´‰ˇÁ¨ˆØ∏”’,Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,/dev/null; touch /tmp/blns.fail ; echo,true
517,👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 ,Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,9354249389,👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 ,<img src=x onerror=alert('hi') />,הָיְתָהtestالصفحات التّحول,true
518,사회과학원 어학연구소,"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",3099242002,1;DROP TABLE users,部落格,␣,true
519,𠜎𠜱𠝹𠱓𠱸𠲖𠳏,사회과학원 어학연구소,9202549783,1,"""",1/0,false
520,'',​,2448383156,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },﻿,",。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’",false
521,👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 ,"__ﾛ(,_,*)",3005568658,和製漢語,¡™£¢∞§¶•ªº–≠,!@#$%^&*(),false
522,‪‪test‪,울란바토르,9001695236,(｡◕ ∀ ◕｡),"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,false
523,사회과학원 어학연구소,"ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو.",1872692903,(╯°□°）╯︵ ┻━┻)  ,⁦test⁧,ヽ༼ຈل͜ຈ༽ﾉ ヽ༼ຈل͜ຈ༽ﾉ ,false
524,"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,6660671354,../../../../../../../../../../../etc/passwd%00,᠎,1;DROP TABLE users,true
525,部落格,사회과학원 어학연구소,3505532901,<svg><script>0<1>alert('XSS')</script>,̗̺͖̹̯͓Ṯ̤͍̥͇͈h̲́e͏͓̼̗̙̼̣͔ ͇̜̱̠͓͍ͅN͕͠e̗̱z̘̝̜̺͙p̤̺̹͍̯͚e̠̻̠͜r̨̤͍̺̖͔̖̖d̠̟̭̬̝͟i̦͖̩͓͔̤a̠̗̬͉̙n͚͜ ̻̞̰͚ͅh̵͉i̳̞v̢͇ḙ͎͟-҉̭̩̼͔m̤̭̫i͕͇̝̦n̗͙ḍ̟ ̯̲͕͞ǫ̟̯̰̲͙̻̝f ̪̰̰̗̖̭̘͘c̦͍̲̞͍̩̙ḥ͚a̮͎̟̙͜ơ̩̹͎s̤.̝̝ ҉Z̡̖̜͖̰̣͉̜a͖̰͙̬͡l̲̫̳͍̩g̡̟̼̱͚̞̬ͅo̗͜.̟,😍,false
526,社會科學院語學研究所,パーティーへ行かないか,1814695454,œ∑´®†¥¨ˆøπ“‘,"""",NIL,false
527,test⁠test‫,0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,7026059066,-$1.00,/dev/null; touch /tmp/blns.fail ; echo,👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 ,false
528,"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ","__ﾛ(,_,*)",6690555636,NIL,̗̺͖̹̯͓Ṯ̤͍̥͇͈h̲́e͏͓̼̗̙̼̣͔ ͇̜̱̠͓͍ͅN͕͠e̗̱z̘̝̜̺͙p̤̺̹͍̯͚e̠̻̠͜r̨̤͍̺̖͔̖̖d̠̟̭̬̝͟i̦͖̩͓͔̤a̠̗̬͉̙n͚͜ ̻̞̰͚ͅh̵͉i̳̞v̢͇ḙ͎͟-҉̭̩̼͔m̤̭̫i͕͇̝̦n̗͙ḍ̟ ̯̲͕͞ǫ̟̯̰̲͙̻̝f ̪̰̰̗̖̭̘͘c̦͍̲̞͍̩̙ḥ͚a̮͎̟̙͜ơ̩̹͎s̤.̝̝ ҉Z̡̖̜͖̰̣͉̜a͖̰͙̬͡l̲̫̳͍̩g̡̟̼̱͚̞̬ͅo̗͜.̟,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },false
529,␢,部落格,903665336,‫test‫,-1.00,・(￣∀￣)・:*:,false
530,1;DROP TABLE users,₀₁₂,9622042376,-1E+02,🚾 🆒 🆓 🆕 🆖 🆗 🆙 🏧,-1/2,true
531,🚾 🆒 🆓 🆕 🆖 🆗 🆙 🏧,$1.00,6129468979,",。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’",`⁄€‹›ﬁﬂ‡°·‚—±,¸˛Ç◊ı˜Â¯˘¿,true
532,"""'""'""''''""",1E02,2208132387,$1.00,⁦test⁧,$1.00,false
533,"ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو.",⁰⁴⁵,389272609,"""'""'""''''""",1;DROP TABLE users,1E2,false
534,nil,ÅÍÎÏ˝ÓÔÒÚÆ☃,317583922,␣,1;DROP TABLE users,"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",false
535,"ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو.",1'; DROP TABLE users--,402370588,⁦test⁧,',"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",false
536,(ﾉಥ益ಥ）ﾉ﻿ ┻━┻,(╯°□°）╯︵ ┻━┻)  ,4716678366,👩🏽,﻿,../../../../../../../../../../../etc/hosts,false
537,() { 0; }; touch /tmp/blns.shellshock1.fail;,1;DROP TABLE users,8459733254,0.00,(╯°□°）╯︵ ┻━┻)  ,"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",false
538,nil,../../../../../../../../../../../etc/hosts,1064559209,ÅÍÎÏ˝ÓÔÒÚÆ☃,1,-1,false
539,null,$1.00,4933865555,"""""",̗̺͖̹̯͓Ṯ̤͍̥͇͈h̲́e͏͓̼̗̙̼̣͔ ͇̜̱̠͓͍ͅN͕͠e̗̱z̘̝̜̺͙p̤̺̹͍̯͚e̠̻̠͜r̨̤͍̺̖͔̖̖d̠̟̭̬̝͟i̦͖̩͓͔̤a̠̗̬͉̙n͚͜ ̻̞̰͚ͅh̵͉i̳̞v̢͇ḙ͎͟-҉̭̩̼͔m̤̭̫i͕͇̝̦n̗͙ḍ̟ ̯̲͕͞ǫ̟̯̰̲͙̻̝f ̪̰̰̗̖̭̘͘c̦͍̲̞͍̩̙ḥ͚a̮͎̟̙͜ơ̩̹͎s̤.̝̝ ҉Z̡̖̜͖̰̣͉̜a͖̰͙̬͡l̲̫̳͍̩g̡̟̼̱͚̞̬ͅo̗͜.̟,Z̮̞̠͙͔ͅḀ̗̞͈̻̗Ḷ͙͎̯̹̞͓G̻O̭̗̮,true
540,"'""'",　,4310457308,❤️ 💔 💌 💕 💞 💓 💗 💖 💘 💝 💟 💜 💛 💚 💙,"__ﾛ(,_,*)",₀₁₂,false
541,ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ,1;DROP TABLE users,8013221026,-1.00,和製漢語,1/0,true
542,‫test‫,❤️ 💔 💌 💕 💞 💓 💗 💖 💘 💝 💟 💜 💛 💚 💙,6621145708,❤️ 💔 💌 💕 💞 💓 💗 💖 💘 💝 💟 💜 💛 💚 💙,울란바토르,ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ,true
543,999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,⁰⁴⁵₀₁₂,8883110211,ヽ༼ຈل͜ຈ༽ﾉ ヽ༼ຈل͜ຈ༽ﾉ ,<img src=x onerror=alert('hi') />,-1/2,true
544,👩🏽,ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ,5435020928,˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,・(￣∀￣)・:*:,00˙Ɩ$-,false
545,0.00,1,1317436193,​,1E2,⁰⁴⁵,false
546,᠎,"""''''""'""",172717169,١٢٣,$1.00,😍,false
547,1'; DROP TABLE users--, ,2805271885,Œ„´‰ˇÁ¨ˆØ∏”’,👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 ,../../../../../../../../../../../etc/passwd%00,true
548,和製漢語,999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,1008929620,　,"__ﾛ(,_,*)",",./;'[]\-=",false
549,../../../../../../../../../../../etc/passwd%00,👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 ,6081269663,"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",1E+02,"""''''""'""",true
550,⁰⁴⁵₀₁₂,‫test‫,2696934362,울란바토르,̗̺͖̹̯͓Ṯ̤͍̥͇͈h̲́e͏͓̼̗̙̼̣͔ ͇̜̱̠͓͍ͅN͕͠e̗̱z̘̝̜̺͙p̤̺̹͍̯͚e̠̻̠͜r̨̤͍̺̖͔̖̖d̠̟̭̬̝͟i̦͖̩͓͔̤a̠̗̬͉̙n͚͜ ̻̞̰͚ͅh̵͉i̳̞v̢͇ḙ͎͟-҉̭̩̼͔m̤̭̫i͕͇̝̦n̗͙ḍ̟ ̯̲͕͞ǫ̟̯̰̲͙̻̝f ̪̰̰̗̖̭̘͘c̦͍̲̞͍̩̙ḥ͚a̮͎̟̙͜ơ̩̹͎s̤.̝̝ ҉Z̡̖̜͖̰̣͉̜a͖̰͙̬͡l̲̫̳͍̩g̡̟̼̱͚̞̬ͅo̗͜.̟,$1.00,false
551,0.00,田中さんにあげて下さい,4306700183,울란바토르,() { 0; }; touch /tmp/blns.shellshock1.fail;,null,true
552,₀₁₂,NULL,3452666292,・(￣∀￣)・:*:,-1E2,(｡◕ ∀ ◕｡),false
553,1E2,'',9403609950,⁰⁴⁵,$1.00,̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,true
554,œ∑´®†¥¨ˆøπ“‘,-1.00,8169246112,田中さんにあげて下さい,ヽ༼ຈل͜ຈ༽ﾉ ヽ༼ຈل͜ຈ༽ﾉ ,1,true
555,"""'""'""''''""",⁰⁴⁵₀₁₂,9365998630,999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,0.00,✋🏿 💪🏿 👐🏿 🙌🏿 👏🏿 🙏🏿,true
556,ヽ༼ຈل͜ຈ༽ﾉ ヽ༼ຈل͜ຈ༽ﾉ ,1/2,714884718,$1.00,⁰⁴⁵₀₁₂,"""''''""'""",false
557, test ,ヽ༼ຈل͜ຈ༽ﾉ ヽ༼ຈل͜ຈ༽ﾉ ,1915183816,nil,⁰⁴⁵,1/2,true
558,null,1/0,4354380008,👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 ,NULL,test⁠test‫,false
559,',,5387973744,1.00,"""""",1.00,false
560,הָיְתָהtestالصفحات التّحول,👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 ,2088127144,1.00,ÅÍÎÏ˝ÓÔÒÚÆ☃,null,false
561, test ,!@#$%^&*(),9590893498,Z̮̞̠͙͔ͅḀ̗̞͈̻̗Ḷ͙͎̯̹̞͓G̻O̭̗̮,1E02,-1E+02,false
562,🐵 🙈 🙉 🙊,',2423515902,(｡◕ ∀ ◕｡),!@#$%^&*(),｀ｨ(´∀｀∩,true
563,‪‪test‪,和製漢語,7622414237,"""''''""'""",/dev/null; touch /tmp/blns.fail ; echo,"ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو.",false
564,"__ﾛ(,_,*)",ÅÍÎÏ˝ÓÔÒÚÆ☃,3699803273,パーティーへ行かないか,0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,₀₁₂,false
565, test ,1E+02,1545840556,",./;'[]\-=",١٢٣,﻿,false
566,00˙Ɩ$-,-1.00,730859836,1E2,ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ,(｡◕ ∀ ◕｡),true
567,<img src=x onerror=alert('hi') />,הָיְתָהtestالصفحات التّحول,6901094989,᠎,"ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو.",0.00,true
568,-1,̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,2748212799,👩🏽,"'""'",⁰⁴⁵,true
569,(｡◕ ∀ ◕｡),œ∑´®†¥¨ˆøπ“‘,5986985917,1E02,Z̮̞̠͙͔ͅḀ̗̞͈̻̗Ḷ͙͎̯̹̞͓G̻O̭̗̮,-1/2,true
570,(ﾉಥ益ಥ）ﾉ﻿ ┻━┻,-1/2,1085653047,-1E2,⁰⁴⁵₀₁₂,1;DROP TABLE users,true
571,Z̮̞̠͙͔ͅḀ̗̞͈̻̗Ḷ͙͎̯̹̞͓G̻O̭̗̮,1,6828597556,,🐵 🙈 🙉 🙊,00˙Ɩ$-,false
572,｀ｨ(´∀｀∩,部落格,7575831381,パーティーへ行かないか,!@#$%^&*(),¸˛Ç◊ı˜Â¯˘¿,false
573,̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,-1.00,4837851919,-1.00,-1/2,✋🏿 💪🏿 👐🏿 🙌🏿 👏🏿 🙏🏿,true
574,"""'""'""''''""",1.00,8890124929,１２３,₀₁₂,1,false
575,Ω≈ç√∫˜µ≤≥÷,(╯°□°）╯︵ ┻━┻)  ,4136144858,̗̺͖̹̯͓Ṯ̤͍̥͇͈h̲́e͏͓̼̗̙̼̣͔ ͇̜̱̠͓͍ͅN͕͠e̗̱z̘̝̜̺͙p̤̺̹͍̯͚e̠̻̠͜r̨̤͍̺̖͔̖̖d̠̟̭̬̝͟i̦͖̩͓͔̤a̠̗̬͉̙n͚͜ ̻̞̰͚ͅh̵͉i̳̞v̢͇ḙ͎͟-҉̭̩̼͔m̤̭̫i͕͇̝̦n̗͙ḍ̟ ̯̲͕͞ǫ̟̯̰̲͙̻̝f ̪̰̰̗̖̭̘͘c̦͍̲̞͍̩̙ḥ͚a̮͎̟̙͜ơ̩̹͎s̤.̝̝ ҉Z̡̖̜͖̰̣͉̜a͖̰͙̬͡l̲̫̳͍̩g̡̟̼̱͚̞̬ͅo̗͜.̟,👩🏽,1;DROP TABLE users,true
576,(╯°□°）╯︵ ┻━┻)  ,../../../../../../../../../../../etc/passwd%00,2382552391,🚾 🆒 🆓 🆕 🆖 🆗 🆙 🏧,<svg><script>0<1>alert('XSS')</script>,田中さんにあげて下さい,false
577,0/0,Ω≈ç√∫˜µ≤≥÷,7910090170,‫test‫,ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ,✋🏿 💪🏿 👐🏿 🙌🏿 👏🏿 🙏🏿,false
578,␡,œ∑´®†¥¨ˆøπ“‘,2173153285,​,和製漢語,⁰⁴⁵₀₁₂,true
579,パーティーへ行かないか,👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 ,2693626185,社會科學院語學研究所,Ω≈ç√∫˜µ≤≥÷,-1E02,true
580,👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 ,​,5847286695,​,œ∑´®†¥¨ˆøπ“‘,1,true
